git,dev-util/git,2.47.0,1ce114da88704271b43e027c51e04d9399f8c88e9ef7542dae7aebae7d87bc4e,https://mirrors.edge.kernel.org/pub/software/scm/git/git-VVV.tar.xz,https://git-scm.com/,git is a free and open source distributed version control system
glibc,dev-lib/glibc,2.4,19a890175e9263d748f627993de6f4b1af9cd21e03f080e4bfb3a1fac10205a2,https://ftpmirror.gnu.org/glibc/glibc-VVV.tar.xz,https://www.gnu.org/software/libc/,glibc is the GNU C library
gmp,sci-math/gmp,6.3.0,a3c2b80201b89e68616f4ad30bc66aee4927c3ce50e33929ca819d5c43538898,https://ftpmirror.gnu.org/gmp/gmp-VVV.tar.xz,https://gmplib.org/,gmp is the GNU Multiple Precision arithmetic library
gperf,dev-tool/gperf,3.1,588546b945bba4b70b6a3a616e80b4ab466e3f33024a352fc2198112cdbb3ae2,https://ftpmirror.gnu.org/gperf/gperf-VVV.tar.gz,https://www.gnu.org/software/gperf/,GNU gperf is a perfect hash function generator
grep,app-util/grep,3.11,1db2aedde89d0dea42b16d9528f894c8d15dae4e190b59aecc78f5a951276eab,https://ftpmirror.gnu.org/grep/grep-VVV.tar.xz,https://www.gnu.org/software/grep/,Grep searches one or more input files for lines containing a match to a specified pattern
groff,app-util/groff,1.23.0,6b9757f592b7518b4902eb6af7e54570bdccba37a871fddb2d30ae3863511c13,https://ftpmirror.gnu.org/groff/groff-VVV.tar.gz,https://www.gnu.org/software/groff/,GNU roff is a typesetting system that reads plain text input to produce output in PostScript PDF HTML or DVI formats
grub,app-sys/grub,2.12,b30919fa5be280417c17ac561bb1650f60cfb80cc6237fa1e2b6f56154cb9c91,https://ftpmirror.gnu.org/grub/grub-VVV.tar.gz,https://www.gnu.org/software/grub/,GNU GRUB is a Multiboot boot loader. It was derived from GRUB the GRand Unified Bootloader
gzip,app-arch/gzip,1.13,7454eb6935db17c6655576c2e1b0fabefd38b4d0936e0f87f48cd062ce91a057,https://ftpmirror.gnu.org/gzip/gzip-VVV.tar.xz,https://www.gnu.org/software/gzip/,Standard GNU compression utility
inetutils,net-util/inetutils,2.5,87697d60a31e10b5cb86a9f0651e1ec7bee98320d048c0739431aac3d5764fb6,https://ftpmirror.gnu.org/inetutils/inetutils-VVV.tar.xz,https://www.gnu.org/software/inetutils/,GNU inetutils is a collection of common network programs including telnet ping hostname and ifconfig
inih,dev-lib/inih,r58,e79216260d5dffe809bda840be48ab0eec7737b2bb9f02d2275c1b46344ea7b7,https://github.com/benhoyt/inih/archive/VVV/inih-VVV.tar.gz,https://github.com/benhoyt/inih,inih (INI Not Invented Here) is a simple .INI file parser written in C. It's only a couple of pages of code and was designed to be small and simple
iproute2,net-util/iproute2,6.11.0,1f795398a04aeaacd06a8f6ace2cfd913c33fa5953ca99daae83bb5c534611c3,https://www.kernel.org/pub/linux/utils/net/iproute2/iproute2-VVV.tar.xz,https://wiki.linuxfoundation.org/networking/iproute2,Iproute2 is a collection of utilities for controlling TCP/IP networking and traffic control in Linux
kbd,app-util/kbd,2.6.4,519f8d087aecca7e0a33cd084bef92c066eb19731666653dcc70c9d71aa40926,https://mirrors.edge.kernel.org/pub/linux/utils/kbd/kbd-VVV.tar.xz,https://kbd-project.org/,kbd contains tools for managing the Linux console by loading fonts and keyboard maps
kmod,app-sys/kmod,33,dc768b3155172091f56dc69430b5481f2d76ecd9ccb54ead8c2540dbcf5ea9bc,https://www.kernel.org/pub/linux/utils/kernel/kmod/kmod-VVV.tar.xz,https://github.com/kmod-project/kmod,he Kmod package contains libraries and utilities for loading kernel modules
libcap,dev-lib/libcap,2.7,23a6ef8aadaf1e3e875f633bb2d116cfef8952dba7bc7c569b13458e1952b30f,https://www.kernel.org/pub/linux/libs/security/linux-privs/libcap2/libcap-VVV.tar.xz,https://sites.google.com/site/fullycapable/,The Libcap package implements the userspace interface to the POSIX 1003.1e capabilities available in Linux kernels
libffi,dev-lib/libffi,3.4.6,b0dea9df23c863a7a50e825440f3ebffabd65df1497108e5d437747843895a4e,https://github.com/libffi/libffi/releases/download/vVVV/libffi-VVV.tar.gz,https://sourceware.org/libffi/,The Libffi library allows a program written in one language to call a program written in another language
libidn2,dev-lib/libidn2,2.3.7,4c21a791b610b9519b9d0e12b8097bf2f359b12f8dd92647611a929e6bfd7d64,https://ftpmirror.gnu.org/libidn/libidn2-VVV.tar.gz,https://www.gnu.org/software/libidn/,Libidn's purpose is to encode and decode internationalized domain names
libpipeline,dev-lib/libpipeline,1.5.7,b8b45194989022a79ec1317f64a2a75b1551b2a55bea06f67704cb2a2e4690b0,https://download.savannah.gnu.org/releases/libpipeline/libpipeline-VVV.tar.gz,https://libpipeline.nongnu.org/,libpipeline is a C library for manipulating pipelines of subprocesses in a flexible and convenient way
libpsl,dev-lib/libpsl,0.21.5,1dcc9ceae8b128f3c0b3f654decd0e1e891afc6ff81098f227ef260449dae208,https://github.com/rockdaboot/libpsl/releases/download/VVV/libpsl-VVV.tar.gz,https://github.com/rockdaboot/libpsl,libpsl is a C library to handle the Public Suffix List
libssh2,dev-lib/libssh2,1.11.1,9954cb54c4f548198a7cbebad248bdc87dd64bd26185708a294b2b50771e3769,https://www.libssh2.org/download/libssh2-VVV.tar.xz,https://libssh2.org/,libssh2 is a client-side C library implementing the SSH2 protocol
libtool,dev-tool/libtool,2.5.3,898011232cc59b6b3bbbe321b60aba9db1ac11578ab61ed0df0299458146ae2e,https://ftpmirror.gnu.org/libtool/libtool-VVV.tar.xz,https://www.gnu.org/software/libtool/,GNU Libtool is a generic library support script that hides the complexity of using shared libraries
libunistring,dev-lib/libunistring,1.3,f245786c831d25150f3dfb4317cda1acc5e3f79a5da4ad073ddca58886569527,https://ftpmirror.gnu.org/libunistring/libunistring-VVV.tar.xz,https://www.gnu.org/software/libunistring/,This library provides functions for manipulating Unicode strings and for manipulating C strings according to the Unicode standard
liburcu,lib-util/liburcu,0.14.1,231acb13dc6ec023e836a0f0666f6aab47dc621ecb1d2cd9d9c22f922678abc0,https://lttng.org/files/urcu/userspace-rcu-VVV.tar.bz2,https://liburcu.org/,liburcu is a LGPLv2.1 userspace RCU (read-copy-update) library that provides read-side access which scales linearly with the number of cores
libxcrypt,dev-lib/libxcrypt,4.4.36,e5e1f4caee0a01de2aee26e3138807d6d3ca2b8e67287966d1fefd65e1fd8943,https://github.com/besser82/libxcrypt/releases/download/vVVV/libxcrypt-VVV.tar.xz,https://github.com/besser82/libxcrypt/,The Libxcrypt package contains a modern library for one-way hashing of passwords
less,app-util/less,661,2b5f0167216e3ef0ffcb0c31c374e287eb035e4e223d5dae315c2783b6e738ed,https://www.greenwoodsoftware.com/less/less-VVV.tar.gz,https://www.greenwoodsoftware.com/less/,Less is a free open-source file pager for the command line interface
lz4,app-arch/lz4,1.10.0,537512904744b35e232912055ccf8ec66d768639ff3abe5788d90d792ec5f48b,https://github.com/lz4/lz4/releases/download/vVVV/lz4-VVV.tar.gz,https://lz4.org/,Lz4 is a lossless compression algorithm
make,dev-tool/make,4.4.1,dd16fb1d67bfab79a72f5e8390735c49e3e8e70b4945a15ab1f81ddb78658fb3,https://ftpmirror.gnu.org/make/make-VVV.tar.gz,https://www.gnu.org/software/make/,GNU Make is a tool which controls the generation of executables and other non-source files of a program from the program's source files
mandb,app-doc/mandb,2.12.1,ddee249daeb78cf92bab794ccd069cc8b575992265ea20e239e887156e880265,https://download.savannah.gnu.org/releases/man-db/man-db-VVV.tar.xz,https://man-db.gitlab.io/man-db/,The Man-DB package contains programs for finding and viewing man pages
m4,dev-tool/m4,1.4.19,63aede5c6d33b6d9b13511cd0be2cac046f2e70fd0a07aa9573a04a82783af96,https://ftpmirror.gnu.org/m4/m4-VVV.tar.xz,https://www.gnu.org/software/m4/,GNU M4 is an implementation of the traditional Unix macro processor
mpc,sci-math/mpc,1.3.1,ab642492f5cf882b74aa0cb730cd410a81edcdbec895183ce930e706c1c759b8,https://ftpmirror.gnu.org/mpc/mpc-VVV.tar.gz,https://www.multiprecision.org/,GNU MPC is a C library for the arithmetic of complex numbers with arbitrarily high precision
mpfr,sci-math/mpfr,4.2.1,277807353a6726978996945af13e52829e3abd7a9a5b7fb2793894e18f1fcbb2,https://ftpmirror.gnu.org/mpfr/mpfr-VVV.tar.xz,https://www.mpfr.org/,The MPFR library is a C library for multiple-precision floating-point computations with correct rounding
nano,app-editor/nano,8.2,d5ad07dd862facae03051c54c6535e54c7ed7407318783fcad1ad2d7076fffeb,https://ftpmirror.gnu.org/nano/nano-VVV.tar.xz,https://www.nano-editor.org/,GNU nano is a small and fast command line text editor
ncurses,dev-lib/ncurses,6.5,136d91bc269a9a5785e5f9e980bc76ab57428f604ce3e5a5a90cebc767971cc6,https://ftpmirror.gnu.org/ncurses/ncurses-VVV.tar.gz,https://invisible-island.net/ncurses/,The Ncurses package contains libraries for terminal-independent handling of character screens
openssh,net-util/openssh,9.9p1,b343fbcdbff87f15b1986e6e15d6d4fc9a7d36066be6b7fb507087ba8f966c02,https://cdn.openbsd.org/pub/OpenBSD/OpenSSH/portable/openssh-VVV.tar.gz ,https://www.openssh.com/,OpenSSH is the premier connectivity tool for remote login with the SSH protocol
openssl,dev-lib/openssl,3.3.2, 2e8a40b01979afe8be0bbfb3de5dc1c6709fedb46d6c89c10da114ab5fc3d281,https://github.com/openssl/openssl/releases/download/openssl-VVV/openssl-VVV.tar.gz,https://openssl-library.org/,The OpenSSL package contains management tools and libraries relating to cryptography
patch,dev-tool/patch,2.7.6,ac610bda97abe0d9f6b7c963255a11dcb196c25e337c61f94e4778d632f1d8fd,https://ftpmirror.gnu.org/patch/patch-VVV.tar.xz,https://savannah.gnu.org/projects/patch/,Patch takes a patch file containing a difference listing produced by the diff program and applies those differences to one or more original files
perl,dev-lang/perl,5.40.0,c740348f357396327a9795d3e8323bafd0fe8a5c7835fc1cbaba0cc8dfe7161f,https://www.cpan.org/src/5.0/perl-VVV.tar.gz,https://www.perl.org/,Perl is a highly capable feature-rich programming language with over 36 years of development
pkgconf,dev-tool/pkgconf,2.3.0,3a9080ac51d03615e7c1910a0a2a8df08424892b5f13b0628a204d3fcce0ea8b,https://distfiles.ariadne.space/pkgconf/pkgconf-VVV.tar.xz,https://github.com/pkgconf/pkgconf,pkgconf is a program which helps to configure compiler and linker flags for development libraries
procps-ng,app-sys/procps-ng,4.0.4,08dbaaaae6afe8d5fbeee8aa3f8b460b01c5e09ce4706b161846f067103a2cf2,https://gitlab.com/procps-ng/procps/-/archive/vVVV/procps-vVVV.tar.bz2,https://gitlab.com/procps-ng/procps,The procps-ng package contains programs for monitoring processes.
psmisc,app-util/psmisc,23.7,58c55d9c1402474065adae669511c191de374b0871eec781239ab400b907c327,https://sourceforge.net/projects/psmisc/files/psmisc/psmisc-VVV.tar.xz,https://gitlab.com/psmisc/psmisc,psmisc provides a handful of utilities that use the proc file-system including fuser pstree and killall
python,dev-lang/python,3.11.10,07a4356e912900e61a15cb0949a06c4a05012e213ecd6b4e84d0f67aabbee372,https://www.python.org/ftp/python/VVV/Python-VVV.tar.xz,https://www.python.org/,The Python interpreted computer language
readline,lib-util/readline,8.2.13,0e5be4d2937e8bd9b7cd60d46721ce79f88a33415dd68c2d738fb5924638f656,https://ftpmirror.gnu.org/readline/readline-VVV.tar.gz,https://tiswww.cwru.edu/php/chet/readline/rltop.html,readline is a console display library
ruby,dev-lang/ruby,3.3.5,3781a3504222c2f26cb4b9eb9c1a12dbf4944d366ce24a9ff8cf99ecbce75196,https://cache.ruby-lang.org/pub/ruby/3.3/ruby-VVV.tar.gz,https://www.ruby-lang.org/en/,Ruby is a dynamic open source programming language with a focus on simplicity and productivity
sed,app-util/sed,4.9,6e226b732e1cd739464ad6862bd1a1aba42d7982922da7a53519631d24975181,https://ftpmirror.gnu.org/sed/sed-VVV.tar.xz,https://www.gnu.org/software/sed/,sed (stream editor) is a non-interactive command-line text editor
shadow,app-sys/shadow,4.16.0,b78e3921a95d53282a38e90628880624736bf6235e36eea50c50835f59a3530b,https://github.com/shadow-maint/shadow/releases/download/VVV/shadow-VVV.tar.xz,https://github.com/shadow-maint/shadow/,The Shadow package contains programs for handling passwords in a secure way
sysklogd,app-sys/sysklogd,2.6.1,e35d5c5f55019976302ac9818890bd6b6858db257506f0e9afaa718a8dee9cc3,https://github.com/troglobit/sysklogd/releases/download/vVVV/sysklogd-VVV.tar.gz,https://www.infodrom.org/projects/sysklogd/,The Sysklogd package contains programs for logging system messages
tar,app-arch/tar,1.35,4d62ff37342ec7aed748535323930c7cf94acf71c3591882b26a7ea50f3edc16,https://ftpmirror.gnu.org/tar/tar-VVV.tar.xz,https://www.gnu.org/software/tar/,The GNU archive tool
tcl,dev-lang/tcl,8.6.15,861e159753f2e2fbd6ec1484103715b0be56be3357522b858d3cbb5f893ffef1,https://sourceforge.net/projects/tcl/files/Tcl/VVV/tclVVV-src.tar.gz,https://tcl.sourceforge.net/,Tcl is the Tool Command Language; a robust general-purpose scripting language
tcsh,app-shell/tcsh,6.24.13,1e927d52e9c85d162bf985f24d13c6ccede9beb880d86fec492ed15480a5c71a,https://astron.com/pub/tcsh/tcsh-6.24.13.tar.gz,https://www.tcsh.org/,C shell with file name completion and command line editing
util-linux,app-sys/util-linux,2.40.2,8e5f5de12d1b02d44e2511e5f2c6c36236a5331b1cd915c2f7e8868bac677ace,https://git.kernel.org/pub/scm/utils/util-linux/util-linux.git/snapshot/util-linux-VVV.tar.gz,https://kernel.org/,util-linux is a suite of essential utilities for any Linux system
vim,app-editor/vim,9.0,a6456bc154999d83d0c20d968ac7ba6e7df0d02f3cb6427fb248660bacfb336e,ftp://ftp.vim.org/pub/vim/unix/vim-VVV.tar.bz2,https://www.vim.org/,vim is a highly configurable text editor built to make creating and changing any kind of text very efficient
wget,net-util/wget,1.24.5,fa2dc35bab5184ecbc46a9ef83def2aaaa3f4c9f3c97d4bd19dcb07d4da637de,https://ftpmirror.gnu.org/wget/wget-VVV.tar.gz,https://www.gnu.org/software/wget/,wget is a scriptable utility for downloading files over multiple protocols
xfsprogs,app-util/xfsprogs,6.9.0,975284783fb3fbc4e1ae640bd804d788e4237a86b07582acee86b6e48f6521b7,https://www.kernel.org/pub/linux/utils/fs/xfs/xfsprogs/xfsprogs-6.9.0.tar.xz,https://github.com/mtanski/xfsprogs,Utilities for administrating the xfs filesystem
xmlparser,dev-lib/xmlparser,2.47,ad4aae643ec784f489b956abe952432871a622d4e2b5c619e8855accbfc4d1d8,https://cpan.metacpan.org/authors/id/T/TO/TODDR/XML-Parser-VVV.tar.gz,https://github.com/chorny/XML-Parser,The XML::Parser module is a Perl interface to Expat
xz,app-arch/xz,5.6.2,a9db3bb3d64e248a0fae963f8fb6ba851a26ba1822e504dc0efd18a80c626caf,https://github.com/tukaani-project/xz/releases/download/vVVV/xz-VVV.tar.xz,https://tukaani.org/xz/,Compress or decompress .xz and .lzma files
zlib,app-arch/zlib,1.3.1,38ef96b8dfe510d42707d9c781877914792541133e1870841463bfa73f883e32,https://zlib.net/zlib-VVV.tar.xz,https://zlib.net/,Standard unencumbered compression/decompression library
zsh,app-shell/zsh,5.9,9b8d1ecedd5b5e81fbf1918e876752a7dd948e05c1a0dba10ab863842d45acd5,https://sourceforge.net/projects/zsh/files/zsh/VVV/zsh-VVV.tar.xz,https://zsh.sourceforge.io/,zsh is an interactive shell and powerful scripting language
zstd,app-arch/zstd,1.5.6,8c29e06cf42aacc1eafc4077ae2ec6c6fcb96a626157e0593d5e82a34fd403c1,https://github.com/facebook/zstd/releases/download/vVVV/zstd-VVV.tar.gz,https://facebook.github.io/zstd/,Zstandard is a real-time compression algorithm
